,MA,dealer,foreign,high_low_diff,investment,n_lags,ratio_over_1000_shares,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
0,10,1,1,10,1,7,0,0,0,0,0,True,5,False,False,45.03590393066406,2.3805594920181092
19,10,1,1,10,1,7,5,0,0,5,5,True,5,False,False,47.12302017211914,2.4219003935496795
28,10,1,1,10,1,7,5,5,5,0,0,True,5,False,False,46.30699920654297,2.4322053319313413
8,10,1,1,10,1,7,0,5,0,0,0,True,5,False,False,49.20167922973633,2.4835813165882192
22,10,1,1,10,1,7,5,0,5,5,0,True,5,False,False,51.672950744628906,2.5432383561758423
21,10,1,1,10,1,7,5,0,5,0,5,True,5,False,False,48.6217155456543,2.5479318968269586
26,10,1,1,10,1,7,5,5,0,5,0,True,5,False,False,49.7532958984375,2.557688006583093
4,10,1,1,10,1,7,0,0,5,0,0,True,5,False,False,52.79159164428711,2.6467642423631923
1,10,1,1,10,1,7,0,0,0,0,5,True,5,False,False,53.51821517944336,2.6960349539109134
14,10,1,1,10,1,7,0,5,5,5,0,True,5,False,False,53.08742904663086,2.705265485289573
25,10,1,1,10,1,7,5,5,0,0,5,True,5,False,False,54.293766021728516,2.7317495788745534
11,10,1,1,10,1,7,0,5,0,5,5,True,5,False,False,53.31534194946289,2.7752894039503704
7,10,1,1,10,1,7,0,0,5,5,5,True,5,False,False,57.127174377441406,2.9583965256679816
2,10,1,1,10,1,7,0,0,0,5,0,True,5,False,False,60.68324661254883,3.1099301320880173
31,10,1,1,10,1,7,5,5,5,5,5,True,5,False,False,68.32714080810547,3.4877638378980764
12,10,1,1,10,1,7,0,5,5,0,0,True,5,False,False,124.89154052734375,6.555355426900847
9,10,1,1,10,1,7,0,5,0,0,5,True,5,False,False,119.03490447998047,6.5676354028740125
5,10,1,1,10,1,7,0,0,5,0,5,True,5,False,False,126.83670806884766,6.641347711308912
3,10,1,1,10,1,7,0,0,0,5,5,True,5,False,False,123.36274719238281,6.86668120960388
6,10,1,1,10,1,7,0,0,5,5,0,True,5,False,False,129.60520935058594,6.87533682809174
10,10,1,1,10,1,7,0,5,0,5,0,True,5,False,False,130.14833068847656,7.271066871171121
17,10,1,1,10,1,7,5,0,0,0,5,True,5,False,False,140.6792755126953,7.344270769914132
20,10,1,1,10,1,7,5,0,5,0,0,True,5,False,False,145.96473693847656,7.450704987770113
15,10,1,1,10,1,7,0,5,5,5,5,True,5,False,False,158.5247344970703,7.632144389558341
24,10,1,1,10,1,7,5,5,0,0,0,True,5,False,False,151.809814453125,7.843440387345282
29,10,1,1,10,1,7,5,5,5,0,5,True,5,False,False,165.25123596191406,7.907824560407281
18,10,1,1,10,1,7,5,0,0,5,0,True,5,False,False,156.6607208251953,8.320940634698902
30,10,1,1,10,1,7,5,5,5,5,0,True,5,False,False,170.7794189453125,8.382324461603549
27,10,1,1,10,1,7,5,5,0,5,5,True,5,False,False,180.32028198242188,8.501304955036268
23,10,1,1,10,1,7,5,0,5,5,5,True,5,False,False,220.0491485595703,11.174234352379049
13,10,1,1,10,1,7,0,5,5,0,5,True,5,False,False,595.6752319335938,32.29922949088538
16,10,1,1,10,1,7,5,0,0,0,0,True,5,False,False,790.7949829101562,41.78505431938138
